Typ;Nr;Namn;Address1;Address2;Address3;Address4;Address5;RT90x;RT90y
Ombud;228113-90A;ICA Nära Liden;Lidenvägen 94;;860 41;LIDEN;Västernorrlands län;6954571;1551003
Ombud;228202-91B;Ica Nära Strömmen;Prästbordet 103;;872 98;NORASTRÖM;Västernorrlands län;6975514;1615977
Ombud;228204-90A;ICA Nära Nordingrå;Prästmyrvägen 1;;870 30;NORDINGRÅ;Västernorrlands län;6982410;1626318
Ombud;228204-91C;Servicepunkten i Mjällom;Petsamovägen 2;;870 31;MJÄLLOM;Västernorrlands län;6988888;1633167
Ombud;228205-91B;Docksta Järn;Dockstavägen 27;;870 33;DOCKSTA;Västernorrlands län;6991364;1599301
Ombud;228206-90A;Br. Petterssons Järn;Sundbrogatan 36;;870 32;ULLÅNGER;Västernorrlands län;6991246;1620631
Ombud;228207-91A;Lugnviks Närköp;Lugnviksvägen 71;;872 75;LUNGVIK;Västernorrlands län;6981670;1606922
Ombud;228211-91A;Nylands Järnhandel;Bankgatan 7;;870 52;NYLAND;Västernorrlands län;6990070;1599216
Ombud;228304-90B;Tempo Långsele;Stationsgatan 13;;882 30;LÅNGSELE;Västernorrlands län;7008135;1563437
Ombud;228306-90C;Ck´s livs;Prästbordet 241;;880 30;NÄSÅKER;Västernorrlands län;7025135;1563659
Ombud;228308-91C;Coop Nära Näsåker;Storgatan 5;;880 30;NÄSÅKER;Västernorrlands län;7037320;1555073
Ombud;228309-90D;PA Bygg;Köpmangatan 25;;880 37;JUNSELE;Västernorrlands län;7065741;1553179
Ombud;228314-90A;Edselehallen;Ödsgårdsvägen 4;;880 41;EDSELE;Västernorrlands län;7032863;1536944
Ombud;228404-92B;Åkerström & Company;Junselevägen 9;;895 30;BREDBYN;Västernorrlands län;7040409;1614572
Ombud;228404-93B;Lanthandeln i Solberg;Sagavägen 59;;895 98;SOLBERG;Västernorrlands län;7076966;1590514
Ombud;228405-90A;Konsum Skorped;Skorpedsvägen 19;;895 97;SKORPED;Västernorrlands län;7032305;1602487
Ombud;228406-91A;Sidensjö Handelsbod;Stryvägen 11;;893 95;SIDENSJÖ;Västernorrlands län;7022887;1624707
Ombud;228407-90B;Ulvö Handelsbod;Hamngatan 5;;893 99;ULVÖHAMN;Västernorrlands län;6994732.735;1643733.58
Ombud;228407-93A;Busskiosken Nätra AB;Harmonivägen 2;;893 30;BJÄSTA;Västernorrlands län;7013069;1635626
Ombud;228410-91C;Ö-kiosken;Blåsåsen 11;;896 31;HUSUM;Västernorrlands län;7029756;1667477
Ombud;228411-90C;Gideå Livs;Bergforsvägen 50;;896 93;GIDEÅ;Västernorrlands län;7055945;1660295
Ombud;228411-91A;Flärke Lanthandel;Flärke 140;;896 93;GIDEÅ;Västernorrlands län;7055945;1660295
Ombud;228412-93B;Hemlings Lanthandel;Hemling 220;;890 51;LÅNGVIKSMON;Västernorrlands län;7063710;1635545
Ombud;228413-90A;Konsum Närköp;Centralgatan 31;;890 54;TREHÖRNINGSJÖ;Västernorrlands län;7068709;1651363
Ombud;230302-90A;ICA Forsen;Forsvägen 22;;840 73;BISPGÅRDEN;Jämtlands län;6991181.531;1541196.144
Ombud;230303-90C;Affär´n i Borgvattnet;Borgvattnet 131;;830 76;STUGUN;Jämtlands län;7034923;1501016
Ombud;230304-90A;ICA Nära Stugun;Industrivägen 2;;830 76;STUGUN;Jämtlands län;7006472;1489946
Ombud;230502-91A;Bodsjö Diverse;Sidsjö 184;;840 60;BRÄCKE;Jämtlands län;6958054;1466407
Ombud;230504-91A;Kälarne Livs;Stationsvägen 4;;840 64;KÄLARNE;Jämtlands län;6985517;1514352
Ombud;230504-92B;Monikas Livs;Albacken 162;;840 67;SÖRBYGDEN;Jämtlands län;6963162.559;1510633.528
Ombud;230506-92B;Ica Nära Gällö;Ringsvägen 2;;840 50;GÄLLÖ;Jämtlands län;6978353;1470917
Ombud;230905-91A;Laxsjö Bua;Laxsjö 178;;830 60;FÖLLINGE;Jämtlands län;7078682.872;1450412.354
Ombud;230906-90A;K-G Olssons Verkstad o Bensin HB;Långgatan 13;;830 60;FÖLLINGE;Jämtlands län;7063110;1441401
Ombud;230906-92A;Handlarn Rötviken;Rötviken 204 A.;;830 60;FÖLLINGE;Jämtlands län;7097331.135;1419644.071
Ombud;230907-92B;Trångsvikens Bygdegårdsförening;Alsenvägen 8;;830 47;TRÅNGSVIKEN;Jämtlands län;7026138;1410468
Ombud;230907-93B;Valsjöbua AB;Valsjön 4720;;830 67;VALSJÖBYN;Jämtlands län;7107769;1418768
Ombud;230908-91B;MBB Livs;Centralvägen 20;;830 51;OFFERDAL;Jämtlands län;7039956;1413179
Ombud;230910-91A;Kluksbua;Kluk 188;;835 93;ALSEN;Jämtlands län;6989041.608;1408543.131
Ombud;231302-91D;Lidsjöbergs Lanthandel;Lidsjöberg 105;;830 86;LIDSJÖBERG;Jämtlands län;7133656.476;1472519.928
Ombud;231304-90B;Ica H-Center;Storgatan 42;;830 70;HAMMERDAL;Jämtlands län;7052737;1477461
Ombud;231305-91G;Ica Gränsbua;Norgevägen 1;;830 90;GÄDDEDE;Jämtlands län;7155919;1420104
Ombud;231305-92A;Ica Blåsjöfjäll;Blåsjön 230;;830 93;STORA BLÅSJÖN;Jämtlands län;7193566;1418320
Ombud;231306-91A;Ica Nära Backe;Centrumvägen 1;;880 50;BACKE;Jämtlands län;7078357;1529548
Ombud;231307-91B;Ica Nära Rossön;Hotingvägen 7;;880 51;ROSSÖN;Jämtlands län;7091328;1525617
Ombud;231308-90A;Ica Kyrktåsjö;Köpmangatan 10;;830 80;HOTING;Jämtlands län;7124013;1504826
Ombud;231308-90B;Norråkers Handel;Borgavägen 8;;830 81;NORRÅKER;Jämtlands län;7147778;1489840
Ombud;231308-93D;Ica Nära Hoting;Storgatan 20;;830 80;HOTING;Jämtlands län;7112162.216;1519391.225
Ombud;232101-91A;Coop Extra Storlien;Vintergatan 4;;830 19;STORLIEN;Jämtlands län;7027585;1314829
Ombud;232101-92A;ICA Toppen;Karolinervägen 21;;830 15;DUVED;Jämtlands län;7034790;1355820
Ombud;232103-90D;Ica Nära Mörsil;Kyrkvägen 23;;830 04;MÖRSIL;Jämtlands län;7024133;1392288
Ombud;232103-90E;Ica Nära Karl Ors Bua;Hallenvägen 22;;830 01;HALLEN;Jämtlands län;7008376;1414007
Ombud;232104-90B;ICA Nära Kall;Kall Västgård 10;;830 05;JÄRPEN;Jämtlands län;7043202;1371163
Ombud;232105-91A;ICA Ottsjö Bua;Ottsjö;;830 10;UNDERSÅKER;Jämtlands län;7014731;1361766
Ombud;232105-91B;Ica Nära Undersåker;Byvägen 63;;830 10;UNDERSÅKER;Jämtlands län;7025371.052;1371541.014
Ombud;232603-91B;Ovikens Bygg Shop;Myrviksvägen 22;;830 24;OVIKEN;Jämtlands län;6988412.586;1425814.19
Ombud;232605-90A;Handlar'n Storsjö;Storsjö 244;;840 34;STORSJÖ;Jämtlands län;6968564;1359698
Ombud;232605-91A;Ljungdalsfjällens turistbyrå;Ljungdalen;;840 35;LJUNGDALEN;Jämtlands län;6974935;1346420
Ombud;232607-90A;Ica Klövsjö;Klövsjövägen 25;;840 32;KLÖVSJÖ;Jämtlands län;6936043;1417051
Ombud;232608-90B;Handsjö Handel;Sjövägen 1;;840 30;RÄTAN;Jämtlands län;6928421.843;1434386.033
Ombud;236102-91B;Ica Nära Lofsdalen;Lofsdalsvägen 28;;840 85;LOFSDALEN;Jämtlands län;6891424;1367806
Ombud;236104-90A;Ekbergs Fiske;Håvägen 8;;840 92;VEMDALEN;Jämtlands län;6927317;1399907
Ombud;236104-91A;Vemhåträffen;Östbergsgatan;;840 91;VEMHÅN;Jämtlands län;6912066;1408616
Ombud;236105-90F;Hede Färg & Måleri;Storgatan 18 A;;840 93;HEDE;Jämtlands län;6925007.457;1381548.09
Ombud;236106-91A;Linsells Livs;Linsell 182;;842 91;SVEG;Jämtlands län;6895247;1400237
Ombud;236107-91A;Ramundbergets Lanthandel;Skarssvängen 2;;840 97;BRUKSVALLARNA;Jämtlands län;6959275;1325094
Ombud;236109-90B;Ytterhogdals trafikbutik AB;Östansjö 174;;840 90;YTTERHOGDAL;Jämtlands län;6895626;1455549
Ombud;238004-91A;ICA Fåker;Grönviken 205;;830 22;FÅKER;Jämtlands län;6987276;1438851
Ombud;238007-90A;Colorama Sedinhuset;Centrumvägen 33;;834 31;BRUNFLO;Jämtlands län;6996826;1450696
Ombud;238010-90B;Svegårdhs Livs;Gustaf Rydstedts väg 2;;836 93;HÄGGENÅS;Jämtlands län;7031652;1454978
Ombud;240102-91A;Gräsmyr Bensin & Livs;Fällan 17;;914 95;GRÄSMYR;Västerbottens län;7079099;1688193
Ombud;240102-93A;Handlar'n Nyåker;Byvägen 68;;914 94;NYÅKER;Västerbottens län;7077974;1672866
Ombud;240301-91A;Örträsk Livs HB;Storgatan 85;;916 95;ÖRTRÄSK;Västerbottens län;7118227;1654737
Ombud;240401-90A;GoMaten;Blå vägen 109;;922 95;GRANÖ;Västerbottens län;7131908;1669825
Ombud;240402-90B;Handlarn Åmsele;Byavägen 112;;922 75;ÅMSELE;Norrbottens län;7163445;1669926
Ombud;240904-91B;Shell Ånäset;Brogatan 5;;915 34;ÅNÄSET;Västerbottens län;7140891;1753561
Ombud;241702-90C;Affärn i Bastuträsk AB;Bäckgatan 1;;930 61;BASTUTRÄSK;Västerbottens län;7194114;1701376
Ombud;242101-91C;Slussforsboa;Skogsvägen 2;;923 97;SLUSSFORS;Västerbottens län;;
Ombud;242103-93B;Konsum Tärnaby;Västra Strandvägen 15;;920 64;TÄRNABY;Västerbottens län;7290142;1474856
Ombud;242201-91C;Ammarnäs Livs;Box 22;;920 75;AMMARNÄS;Västerbottens län;7317617;1518540
Ombud;242201-92A;ICA Nära Blattnicksele;Strandvägen 13;;920 72;BLATTNICKSELE;Västerbottens län;7250033;1582948
Ombud;242202-90A;Jonssons Livs;Byvägen 46;;924 93;GARGNÄS;Västerbottens län;7247363;1600570
Ombud;242501-91C;Catarinas Livs;Junselevägen 7;;917 95;SVANAVATTNET;Västerbottens län;7110878;1540897
Ombud;242501-92A;Ormsjödalens ICA;V. Ormsjö 70;;917 91;DOROTEA;Västerbottens län;7145942;1509819
Ombud;242502-91A;Borgafjällens Lanthandel;Centrumvägen 18;;917 04;BORGAFJÄLL;Västerbottens län;7192501;1465899
Ombud;246201-93A;Dikanäs Fjällhandel;Albinsvägen 5;;923 94;DIKANÄS;Västerbottens län;7236919;1508758
Ombud;246201-95B;Klimpfjällshandlarn;Vildmarksvägen 1;;912 98;KLIMPFJÄLL;Västerbottens län;7218153;1453166
Ombud;246201-96A;Sista Utposten;Kittelfjäll 5721;;92395;KITTELFJÄLL;Västerbottens län;7238885;1487801
Ombud;246201-96B;Saxnäs Lanthandel;Saxnäs 27;;910 88;MARSFJÄLL;Västerbottens län;7207410;1478989
Ombud;246304-90B;Handlarn i Fredrika;Umevägen 10;;919 93;FREDRIKA;Västerbottens län;7110229.086;1626844.829
Ombud;248003-90A;Matboa;Tavelsjövägen 84;;92263;TAVELSJÖ;Västerbottens län;7110425;1707810
Ombud;248006-91B;Ica Fyren;Kyrkvägen 22;;913 42;OBBOLA;Västerbottens län;7073737;1722915
Ombud;248007-90A;Konsum Hörnefors;Bruksgatan 17;;905 31;HÖRNEFORS;Västerbottens län;7064099;1703332
Ombud;248009-90C;Time Sävar;Kungsvägen 2;;918 31;SÄVAR;Västerbottens län;7096322.009;1732654.201
Ombud;248009-91A;ICA Nära Bullmark;Robertsforsv 37;;918 92;BULLMARK;Västerbottens län;7111343;1728429
Ombud;248009-92C;Handlarn Botsmark;Rådmansvägen 8;;922 77;BOTSMARK;Västerbottens län;;
Ombud;248010-90A;Affär´n;Box 53;;918 03;HOLMÖN;Västerbottens län;7086268;1749311
Ombud;248202-91B;Ica Supermarket Skelleftehamn;S:t Örjansvägen 6;;932 32;SKELLEFTEHAMN;Västerbottens län;7186882.512;1759040.156
Ombud;248203-90C;Bureå Bensin och Livs;Jägargatan 1;;930 15;BUREÅ;Västerbottens län;7179042;1757852
Ombud;248205-90A;Ica X-tra;Norra Torggatan 3, box 14;;936 21;BOLIDEN;Västerbottens län;7203740;1717111
Ombud;248206-90A;Affärn;Storkågeträsk 15;;934 94;KÅGE;Västerbottens län;7215727;1727383
Ombud;248207-90B;Ica Supermarket;Storgatan 3;;930 47;BYSKE;Västerbottens län;;
Ombud;248210-91B;Lövångers Blommor AB;Kungsvägen 28;;930 10;LÖVÅNGER;Västerbottens län;7151912;1765766
Ombud;248211-90B;OKQ8 Burträsk;Sundbrogatan 7;;937 32;BURTRÄSK;Västerbottens län;;
Ombud;248211-91A;Ica Bygdsiljum;Robertsforsvägen 4;;937 33;BYGDSILJUM;Västerbottens län;7146487;1726902
Ombud;250502-91B;ICA Nära Finnbergs;Storgatan 90;;930 81;GLOMMERSTRÄSK;Norrbottens län;7245213;1678793
Ombud;250602-92A;Jäckviks Service HB;Byavägen 10;;938 95;JÄCKVIK;Norrbottens län;7366190;1551858
Ombud;250602-94A;Slagnäs Lanthandel;Gammvägen 3;;930 91;SLAGNÄS;Norrbottens län;7278061;1608940
Ombud;251002-91B;K o M in Bageri och Lanthandel;Kåbdalis 402;;962 05;KÅBDALIS;Norrbottens län;7344820.33;1688802.179
Ombud;251004-90A;Laponia Livs;Strömgatan 39;;982 60;PORJUS;Norrbottens län;7434832;1675223
Ombud;251005-90A;Bilisten;Industrivägen 2;;960 30;VUOLLERIM;Norrbottens län;7378108;1713664
Ombud;251401-91A;Konsum Sangis;Bagarevägen 2;;952 72;SANGIS;Norrbottens län;7327787;1850342
Ombud;251401-92A;Handlar´n Vitvattnet;Vitvattnet 341;;952 93;KALIX;Norrbottens län;7348618;1834161
Ombud;251402-90A;ICA Nyckeln;Torgvägen 7;;950 40;TÖRE;Norrbottens län;7329405;1811217
Ombud;251402-91A;Coop Konsum Morjärv;Köpmangatan 1;;950 42;MORJÄRV;Norrbottens län;7347142;1811830
Ombud;251802-91B;Rautilas Livs;Byvägen 47;;957 23;JUOKSENGI;Norrbottens län;7408549;1856316
Ombud;252101-91A;Handlar'n Muodoslompolo;Byavägen 28;;984 95;MUODOSLOMPOLO;Norrbottens län;;
Ombud;252103-91A;Åkes Livs;Kitkiöjärvi 20;;984 99;PAJALA;Norrbottens län;7542922;1807705
Ombud;252106-90A;Alskog i Junosuando;C/O Postnord Thermo port 1;;901 37;UME¿;Norrbottens län;7497050;1786250
Ombud;252106-91D;Kangos Lanthandel;Norrabyavägen 1;;980 63;KANGOS;Norrbottens län;7503627.462;1792462.056
Ombud;252301-91A;Mäkis Livs;Stora Vägen 38;;980 42;ULLATTI;Norrbottens län;7448060;1761551
Ombud;252301-92A;Ica Dyrlinds;Skaulo 7;;982 04;GÄLLIVARE;Norrbottens län;7489998;1727336
Ombud;252304-90A;ICA Polar;Kalixvägen 78;;980 41;HAKKAS;Norrbottens län;7436233;1751351
Ombud;258004-90A;Ica Handelsboden;Affärsvägen 6;;955 31;RÅNEÅ;Norrbottens län;7321380;1795635
Ombud;258102-90B;E-Fyren AB;Jävrevägen 200;;944 94;JÄVREBYN;Norrbottens län;7238753;1767111
Ombud;258103-91B;Olofssons Livs;Lillpitevägen 548;;946 92;LILLPITE;Norrbottens län;7262940;1748691
Ombud;258103-92A;Långträsk Livs AB;Basvägen 2;;942 05;LÅNGTRÄSK;Norrbottens län;7261157;1710263
Ombud;258103-93B;Forsens Livs;Sikforsvägen 39;;942 94;SIKFORS;Norrbottens län;7280379;1748931
Ombud;258105-90C;Ica Norrfjärden;Porsnästorget 3;;945 31;NORRFJÄRDEN;Norrbottens län;;
Ombud;258202-90C;Gunnarsby Lanthandel;Klövervägen 12;;961 97;GUNNARSBYN;Norrbottens län;;
Ombud;258202-91A;Niemisels Livs Nära Dig;Bergändevägen 2;;955 95;NIEMISEL;Norrbottens län;7338193;1780214
Ombud;258203-91B;Harads Maskin & Fritid;Edeforsvägen 56;;960 24;HARADS;Norrbottens län;7341295;1732766
Ombud;258301-91B;Seskarö Livs Handlarn;Allévägen 1;;953 94;SESKARÖ;Norrbottens län;7315954;1863169
Ombud;258401-91C;Coop Lapporten Abisko;Kallejonsvägen 7;;981 07;ABISKO;Norrbottens län;7587305.608;1624477.392
Ombud;258401-92B;Coop Konsum Katterjåkk;Katterjåkk;;981 94;RIKSGRÄNSEN;Norrbottens län;7594056.602;1597007.201
Ombud;258402-90B;Coop Nära Vittangi;Centralvägen 26;;980 10;VITTANGI;Norrbottens län;7520959.015;1747327.834
Ombud;258402-91B;Coop Nära Svappavaara;Kirunavägen;;980 20;SVAPPAVAARA;Norrbottens län;7515450.318;1722556.235
Ombud;258402-92B;Matsäcken;Byvägen 78;;980 13;LANNAVAARA;Norrbottens län;7563387.717;1757006.952
Ombud;258403-90A;Karesuando Bensin;Leastadiusvägen 50;;980 16;KARESUANDO;Norrbottens län;7608909;1772510
